id,category
1072310,2 Poor
1072311,1 Good
1072312,1 Good
1072313,2 Poor
1072314,1 Good
1072318,2 Poor
1072319,1 Good
1072320,1 Good
1072321,1 Good
1072322,2 Poor
1072323,1 Good
1072324,1 Good
1072325,1 Good
1072326,2 Poor
1072329,1 Good
1072356,1 Good
1072369,1 Good
1072372,1 Good
1072374,1 Good
1072385,1 Good
1072390,1 Good
1072391,2 Poor
1072392,1 Good
1072393,2 Poor
1072395,1 Good
1072396,1 Good
1072397,1 Good
1072398,1 Good
1072404,1 Good
1072405,2 Poor
1072406,1 Good
1072408,1 Good
1072409,1 Good
1072414,1 Good
1072415,2 Poor
1072416,2 Poor
1072417,1 Good
1072418,1 Good
1072420,1 Good
1072422,1 Good
1072423,2 Poor
1072424,1 Good
1072428,1 Good
1072431,1 Good
1072432,2 Poor
1072433,2 Poor
1072434,1 Good
1072435,2 Poor
1072438,2 Poor
1072439,1 Good
1072440,1 Good
1072441,1 Good
1072443,2 Poor
1072449,1 Good
1072450,2 Poor
1072451,1 Good
1072452,1 Good
1072453,2 Poor
1072455,2 Poor
1072456,2 Poor
1072457,4 Very bad
1072458,2 Poor
1072459,2 Poor
1072460,2 Poor
1072461,1 Good
1072462,1 Good
1072463,1 Good
1072464,1 Good
1072465,1 Good
1072466,2 Poor
1072467,2 Poor
1072468,1 Good
1072469,1 Good
1072470,2 Poor
1072471,2 Poor
1072472,2 Poor
1072473,2 Poor
1072474,2 Poor
1072475,1 Good
1072476,1 Good
1072477,2 Poor
1072478,1 Good
1072479,2 Poor
1072481,1 Good
1072483,2 Poor
1072484,2 Poor
1072485,1 Good
1072486,2 Poor
1072487,1 Good
1072488,2 Poor
1072489,1 Good
1072490,1 Good
1072491,1 Good
1072492,1 Good
1072494,2 Poor
1072496,1 Good
1072500,2 Poor
1072502,1 Good
1072503,2 Poor
1072504,2 Poor
1072505,1 Good
1072507,1 Good
1072510,2 Poor
1072512,1 Good
1072518,2 Poor
1072521,1 Good
1072526,1 Good
1072528,3 Bad
1072531,2 Poor
1072532,1 Good
1072533,1 Good
1072534,1 Good
1072535,2 Poor
1072537,1 Good
1072538,1 Good
1072539,1 Good
1072540,1 Good
1072543,2 Poor
1072568,1 Good
1072572,1 Good
1072575,1 Good
1072577,1 Good
1072578,1 Good
1072581,1 Good
1072583,2 Poor
1072588,1 Good
1072590,2 Poor
1072591,2 Poor
1072592,1 Good
1072599,2 Poor
1072601,1 Good
1072602,1 Good
1072603,2 Poor
1072605,1 Good
1072607,2 Poor
1072611,2 Poor
1072612,3 Bad
1072613,2 Poor
1072614,2 Poor
1072615,1 Good
1072616,2 Poor
1072617,2 Poor
1072618,2 Poor
1072619,2 Poor
1072620,1 Good
1072621,1 Good
1072626,1 Good
1072628,1 Good
1072634,1 Good
1072639,1 Good
1072640,1 Good
1072641,1 Good
1072647,2 Poor
1072648,2 Poor
1072649,2 Poor
1072653,1 Good
1072660,1 Good
1072661,2 Poor
1072665,2 Poor
1072666,1 Good
1072667,1 Good
1072668,2 Poor
1072669,1 Good
1072670,1 Good
1072671,1 Good
1072672,1 Good
1072673,2 Poor
1072674,2 Poor
1072675,1 Good
1072676,2 Poor
1072677,1 Good
1072678,1 Good
1072679,1 Good
1072680,2 Poor
1072681,1 Good
1072682,1 Good
1072683,1 Good
1072684,1 Good
1072685,2 Poor
1072686,2 Poor
1072687,2 Poor
1072688,1 Good
1072689,2 Poor
1072690,2 Poor
1072691,1 Good
1072692,2 Poor
1072694,1 Good
1072695,2 Poor
1072696,2 Poor
1072698,2 Poor
1072699,1 Good
1072705,1 Good
1072706,1 Good
1072707,2 Poor
1072708,2 Poor
1072711,2 Poor
1072714,2 Poor
1072715,2 Poor
1072716,1 Good
1072717,1 Good
1072718,2 Poor
1072720,2 Poor
1072721,2 Poor
1072722,1 Good
1072723,1 Good
1072724,2 Poor
1072725,1 Good
1072726,1 Good
1072727,2 Poor
1072728,2 Poor
1072729,1 Good
1072732,2 Poor
1072734,1 Good
1072736,1 Good
1072738,1 Good
1072739,1 Good
1072740,1 Good
1072741,1 Good
1072742,1 Good
1072743,2 Poor
1072746,1 Good
1072747,1 Good
1072748,1 Good
1072749,2 Poor
1072750,1 Good
1072751,1 Good
1072755,1 Good
1072756,1 Good
1072757,1 Good
1072758,2 Poor
1072759,1 Good
1072760,1 Good
1072761,1 Good
1072765,2 Poor
1072766,1 Good
1072767,3 Bad
1072768,1 Good
1072770,1 Good
1072774,2 Poor
1072776,1 Good
1072780,2 Poor
1072784,1 Good
1072786,1 Good
1072788,1 Good
1072791,2 Poor
1072792,2 Poor
1072793,1 Good
1072796,1 Good
1072797,1 Good
1072799,2 Poor
1072802,1 Good
1072803,2 Poor
1072805,2 Poor
1072807,1 Good
1072808,3 Bad
1072809,1 Good
1072813,1 Good
1072828,2 Poor
1072833,1 Good
1072835,1 Good
1072836,1 Good
1072837,2 Poor
1072838,2 Poor
1072839,1 Good
1072840,1 Good
1072842,2 Poor
1072852,1 Good
1072854,3 Bad
1072855,2 Poor
1072856,1 Good
1072857,1 Good
1072860,2 Poor
1072867,2 Poor
1072888,1 Good
1072889,1 Good
1072890,1 Good
1072891,2 Poor
1072893,2 Poor
1072894,2 Poor
1072896,1 Good
1072897,1 Good
1072898,2 Poor
1072900,2 Poor
1072901,2 Poor
1072902,1 Good
1072904,2 Poor
1072905,1 Good
1072906,2 Poor
1072907,2 Poor
1072908,1 Good
1072909,2 Poor
1072917,1 Good
1072918,2 Poor
1072921,1 Good
1072926,1 Good
1072930,2 Poor
1072935,1 Good
1072936,1 Good
1072937,1 Good
1072938,1 Good
1072939,1 Good
1072940,1 Good
1072941,2 Poor
1072942,1 Good
1072943,2 Poor
1072944,1 Good
1072945,1 Good
1072946,2 Poor
1072947,2 Poor
1072948,1 Good
1072949,1 Good
1072950,1 Good
1072951,3 Bad
1072952,1 Good
1072953,1 Good
1072954,1 Good
1072955,2 Poor
1072956,2 Poor
1072957,1 Good
1072958,1 Good
1072959,3 Bad
1072960,1 Good
1072961,2 Poor
1072962,2 Poor
1072967,1 Good
1072968,2 Poor
1072969,1 Good
1072970,1 Good
1072971,2 Poor
1072973,1 Good
1072974,1 Good
1072975,1 Good
1072976,1 Good
1072977,1 Good
1072978,1 Good
1072979,2 Poor
1072980,1 Good
1072982,1 Good
1072983,2 Poor
1072984,1 Good
1072987,1 Good
1072988,2 Poor
1072991,2 Poor
1072992,2 Poor
1072993,2 Poor
1072994,2 Poor
1072995,2 Poor
1072996,1 Good
1072997,2 Poor
1072998,1 Good
1073000,2 Poor
1073001,2 Poor
1073003,2 Poor
1073004,1 Good
1073005,1 Good
1073007,1 Good
1073008,2 Poor
1073009,1 Good
1073010,1 Good
1073011,2 Poor
1073012,2 Poor
1073013,2 Poor
1073014,1 Good
1073015,1 Good
1073016,2 Poor
1073017,2 Poor
1073018,1 Good
1073019,1 Good
1073020,2 Poor
1073021,2 Poor
1073024,1 Good
1073025,2 Poor
1073026,1 Good
1073029,1 Good
1073030,1 Good
1073032,2 Poor
1073034,1 Good
1073035,2 Poor
1073036,1 Good
1073037,1 Good
1073038,1 Good
1073041,1 Good
1073046,2 Poor
1073047,1 Good
1073050,1 Good
1073051,1 Good
1073054,2 Poor
1073065,1 Good
1073066,1 Good
1073067,1 Good
1073068,1 Good
1073069,1 Good
1073070,2 Poor
1073071,2 Poor
1073072,1 Good
1073073,1 Good
1073075,2 Poor
1073079,1 Good
1073082,1 Good
1073100,1 Good
1073101,2 Poor
1073102,1 Good
1073103,2 Poor
1073106,1 Good
1073108,1 Good
1073109,3 Bad
1073111,1 Good
1073112,1 Good
1073115,2 Poor
1073116,2 Poor
1073118,1 Good
1073119,1 Good
1073120,1 Good
1073121,1 Good
1073122,1 Good
1073123,1 Good
1073124,1 Good
1073125,1 Good
1073126,2 Poor
1073127,1 Good
1073128,1 Good
1073130,1 Good
1073131,2 Poor
1073132,1 Good
1073133,2 Poor
1073134,1 Good
1073135,1 Good
1073140,1 Good
1073144,1 Good
1073145,2 Poor
1073146,1 Good
1073151,1 Good
1073152,1 Good
1073155,1 Good
1073156,1 Good
1073157,1 Good
1073158,2 Poor
1073160,3 Bad
1073162,2 Poor
1073164,1 Good
1073166,1 Good
1073167,1 Good
1073168,2 Poor
1073169,1 Good
1073170,1 Good
1073171,1 Good
1073173,2 Poor
1073175,2 Poor
1073176,1 Good
1073177,2 Poor
1073178,1 Good
1073180,2 Poor
1073181,2 Poor
1073182,1 Good
1073183,2 Poor
1073184,1 Good
1073185,1 Good
1073186,2 Poor
1073188,1 Good
1073189,1 Good
1073193,1 Good
1073194,2 Poor
1073201,1 Good
1073204,1 Good
1073208,2 Poor
1073209,1 Good
1073210,1 Good
1073211,2 Poor
1073212,2 Poor
1073213,3 Bad
1073214,2 Poor
1073215,2 Poor
1073216,1 Good
1073217,3 Bad
1073218,1 Good
1073219,1 Good
1073220,1 Good
1073221,1 Good
1073222,1 Good
1073223,2 Poor
1073224,1 Good
1073225,1 Good
1073226,2 Poor
1073227,2 Poor
1073228,2 Poor
1073229,1 Good
1073230,1 Good
1073231,2 Poor
1073232,1 Good
1073233,1 Good
1073234,2 Poor
1073235,2 Poor
1073236,1 Good
1073237,1 Good
1073238,1 Good
1073239,2 Poor
1073240,1 Good
1073241,1 Good
1073242,2 Poor
1073243,1 Good
1073244,2 Poor
1073245,1 Good
1073246,1 Good
1073247,1 Good
1073249,2 Poor
1073250,1 Good
1073251,1 Good
1073252,2 Poor
1073254,1 Good
1073255,2 Poor
1073256,2 Poor
1073258,2 Poor
1073262,1 Good
1073263,2 Poor
1073265,1 Good
1073266,1 Good
1073267,2 Poor
1073268,2 Poor
1073270,1 Good
1073272,4 Very bad
1073273,1 Good
1073274,2 Poor
1073275,1 Good
1073276,1 Good
1073277,1 Good
1073278,2 Poor
1073279,2 Poor
1073280,1 Good
1073281,2 Poor
1073282,2 Poor
1073283,2 Poor
1073284,1 Good
1073285,1 Good
1073287,2 Poor
1073288,1 Good
1073289,1 Good
1073290,1 Good
1073291,1 Good
1073292,1 Good
1073293,2 Poor
1073294,2 Poor
1073295,1 Good
1073296,2 Poor
1073297,1 Good
1073298,2 Poor
1073299,2 Poor
1073300,2 Poor
1073301,2 Poor
1073302,2 Poor
1073303,2 Poor
1073304,1 Good
1073305,2 Poor
1073306,1 Good
1073307,2 Poor
1073308,1 Good
1073309,2 Poor
1073310,1 Good
1073311,1 Good
1073313,2 Poor
1073314,2 Poor
1073315,4 Very bad
1073316,1 Good
1073318,1 Good
1073320,1 Good
1073321,2 Poor
1073322,2 Poor
1073323,2 Poor
1073324,1 Good
1073325,2 Poor
1073326,1 Good
1073327,1 Good
1073328,1 Good
1073332,2 Poor
1073336,1 Good
1073338,1 Good
1073345,2 Poor
1073346,2 Poor
1073348,1 Good
1073349,2 Poor
1073351,1 Good
1073353,1 Good
1073355,1 Good
1073356,1 Good
1073359,1 Good
1073361,2 Poor
1073362,1 Good
1073377,1 Good
1073378,1 Good
1073380,1 Good
1073384,2 Poor
1073385,1 Good
1073392,1 Good
1073393,1 Good
1073394,1 Good
1073395,1 Good
1073396,2 Poor
1073397,2 Poor
1073398,2 Poor
1073399,1 Good
1073400,1 Good
1073402,2 Poor
1073403,1 Good
1073404,1 Good
1073406,1 Good
1073407,1 Good
1073410,2 Poor
1073414,2 Poor
1073415,1 Good
1073416,2 Poor
1073418,2 Poor
1073419,1 Good
1073421,1 Good
1073422,2 Poor
1073423,2 Poor
1073428,2 Poor
1073429,2 Poor
1073430,2 Poor
1073431,1 Good
1073432,2 Poor
1073433,2 Poor
1073434,1 Good
1073435,1 Good
1073438,2 Poor
1073439,2 Poor
1073444,1 Good
1073445,2 Poor
1073446,1 Good
1073447,1 Good
1073448,1 Good
1073449,2 Poor
1073450,1 Good
1073451,1 Good
1073453,2 Poor
1073454,1 Good
1073455,4 Very bad
1073470,2 Poor
1073471,1 Good
1073473,2 Poor
1073474,1 Good
1073475,2 Poor
1073476,1 Good
1073490,1 Good
1073491,1 Good
1073493,1 Good
1073494,1 Good
1073495,1 Good
1073496,1 Good
1073497,1 Good
1073498,2 Poor
1073499,4 Very bad
1073500,2 Poor
1073502,1 Good
1073503,2 Poor
1073504,2 Poor
1073505,2 Poor
1073506,1 Good
1073509,1 Good
1073510,1 Good
1073511,2 Poor
1073512,2 Poor
1073513,1 Good
1073514,1 Good
1073515,2 Poor
1073516,2 Poor
1073517,2 Poor
1073518,2 Poor
1073519,1 Good
1073525,1 Good
1073530,1 Good
1073531,2 Poor
1073538,2 Poor
1073539,1 Good
1073540,2 Poor
1073541,2 Poor
1073542,1 Good
1073543,2 Poor
1073544,1 Good
1073545,4 Very bad
1073546,2 Poor
1073547,2 Poor
1073548,1 Good
1073549,1 Good
1073551,1 Good
1073552,1 Good
1073553,1 Good
1073554,2 Poor
1073555,1 Good
1073556,2 Poor
1073557,1 Good
1073558,2 Poor
1073559,2 Poor
1073563,1 Good
1073564,1 Good
1073565,1 Good
1073566,2 Poor
1073567,2 Poor
1073568,2 Poor
1073569,1 Good
1073570,2 Poor
1073571,1 Good
1073572,1 Good
1073573,1 Good
1073574,1 Good
1073575,2 Poor
1073576,1 Good
1073577,1 Good
1073586,2 Poor
1073588,1 Good
1073589,1 Good
1073593,2 Poor
1073594,1 Good
1073597,2 Poor
1073598,1 Good
1073599,1 Good
1073600,2 Poor
1073603,2 Poor
1073606,1 Good
1073607,1 Good
1073609,1 Good
1073614,2 Poor
1073619,1 Good
1073621,1 Good
1073643,1 Good
1073644,1 Good
1073645,2 Poor
1073646,2 Poor
1073651,2 Poor
1073652,3 Bad
1073653,2 Poor
1073654,2 Poor
1073655,1 Good
1073656,1 Good
1073657,1 Good
1073658,1 Good
1073659,1 Good
1073660,1 Good
1073661,1 Good
1073662,1 Good
1073663,1 Good
1073664,1 Good
1073665,2 Poor
1073668,2 Poor
1073670,2 Poor
1073671,2 Poor
1073677,2 Poor
1073678,2 Poor
1073683,1 Good
1073684,1 Good
1073685,2 Poor
1073686,1 Good
1073687,2 Poor
1073688,1 Good
1073689,1 Good
1073691,1 Good
1073692,2 Poor
1073693,2 Poor
1073695,2 Poor
1073696,1 Good
1073697,1 Good
1073698,1 Good
1073699,2 Poor
1073700,1 Good
1073701,2 Poor
1073702,1 Good
1073703,2 Poor
1073704,2 Poor
1073705,2 Poor
1073706,2 Poor
1073707,1 Good
1073714,1 Good
1073724,1 Good
1073725,1 Good
1073726,1 Good
1073728,2 Poor
1073729,2 Poor
1073732,2 Poor
1073733,1 Good
1073734,1 Good
1073745,1 Good
1073750,1 Good
1073751,1 Good
1073753,1 Good
1073756,1 Good
1073757,1 Good
1073759,1 Good
1073760,2 Poor
1073761,1 Good
1073764,3 Bad
1073767,1 Good
1073769,2 Poor
1073770,1 Good
1073771,2 Poor
1073772,2 Poor
1073773,2 Poor
1073774,2 Poor
1073776,2 Poor
1073784,1 Good
1073785,3 Bad
1073792,2 Poor
1073793,2 Poor
1073795,1 Good
1073796,2 Poor
1073798,2 Poor
1073799,1 Good
1073800,2 Poor
1073801,2 Poor
1073802,2 Poor
1073803,1 Good
1073804,1 Good
1073805,1 Good
1073806,1 Good
1073807,1 Good
1073808,1 Good
1073809,1 Good
1073810,1 Good
1073811,2 Poor
1073812,2 Poor
1073813,2 Poor
1073814,1 Good
1073815,2 Poor
1073816,2 Poor
1073817,1 Good
1073818,2 Poor
1073821,2 Poor
1073822,1 Good
1073823,1 Good
1073824,2 Poor
1073826,1 Good
1073829,1 Good
1073831,2 Poor
1073832,1 Good
1073835,2 Poor
1073837,2 Poor
1073839,1 Good
1073845,1 Good
1073846,2 Poor
1073847,1 Good
1073854,1 Good
1073855,1 Good
1073859,1 Good
1073860,2 Poor
1073861,2 Poor
1073862,1 Good
1073863,1 Good
1073864,2 Poor
1073865,1 Good
1073866,1 Good
1073871,1 Good
1073874,1 Good
1073875,1 Good
1073876,2 Poor
1073881,1 Good
1073886,1 Good
1073887,1 Good
1073895,1 Good
1073899,2 Poor
1073901,1 Good
1073902,1 Good
1073903,2 Poor
1073905,1 Good
1073906,2 Poor
1073907,1 Good
1073908,1 Good
1073910,2 Poor
1073911,2 Poor
1073912,1 Good
1073913,1 Good
1073915,4 Very bad
1073916,2 Poor
1073917,1 Good
1073918,1 Good
1073920,2 Poor
1073921,1 Good
1073923,1 Good
1073925,2 Poor
1073928,1 Good
1073929,1 Good
1073930,1 Good
1073931,2 Poor
1073933,1 Good
1073934,1 Good
1073938,2 Poor
1073939,1 Good
1073940,2 Poor
1073941,1 Good
1073942,1 Good
1073943,1 Good
1073944,1 Good
1073946,1 Good
1073947,1 Good
1073948,2 Poor
1073949,2 Poor
1073950,2 Poor
1073951,1 Good
1073952,2 Poor
1073953,1 Good
1073954,2 Poor
1073955,1 Good
1073956,2 Poor
1073957,1 Good
1073958,2 Poor
1073959,2 Poor
1073960,2 Poor
1073961,1 Good
1073962,2 Poor
1073966,2 Poor
1073971,1 Good
1073977,1 Good
1073978,2 Poor
1073982,2 Poor
1073983,1 Good
1073984,1 Good
1073985,1 Good
1073986,1 Good
1073987,2 Poor
1073988,1 Good
1073989,2 Poor
1073990,3 Bad
1073991,2 Poor
1073992,2 Poor
1074005,1 Good
1074006,1 Good
1074007,1 Good
1074008,1 Good
1074009,1 Good
1074010,1 Good
1074012,2 Poor
1074016,1 Good
1074018,1 Good
1074024,1 Good
1074025,2 Poor
1074027,2 Poor
1074029,1 Good
1074030,1 Good
1074031,1 Good
1074032,2 Poor
1074043,2 Poor
1074044,2 Poor
1074045,1 Good
1074046,2 Poor
1074047,2 Poor
1074048,1 Good
1074049,1 Good
1074050,1 Good
1074051,1 Good
1074052,1 Good
1074053,2 Poor
1074054,1 Good
1074055,3 Bad
1074056,2 Poor
1074057,1 Good
1074058,1 Good
1074059,1 Good
1074060,1 Good
1074061,2 Poor
1074062,1 Good
1074063,1 Good
1074064,2 Poor
1074065,1 Good
1074066,2 Poor
1074067,1 Good
1074068,1 Good
1074069,2 Poor
1074070,1 Good
1074071,1 Good
1074072,1 Good
1074073,2 Poor
1074074,2 Poor
1074075,1 Good
1074076,2 Poor
1074077,1 Good
1074078,2 Poor
1074082,1 Good
1074093,2 Poor
1074100,2 Poor
1074104,1 Good
1074105,1 Good
1074106,1 Good
1074108,1 Good
1074111,2 Poor
1074114,1 Good
1074115,2 Poor
1074116,1 Good
1074117,1 Good
1074118,2 Poor
1074119,1 Good
1074120,2 Poor
1074124,1 Good
1074125,1 Good
1074147,1 Good
1074148,1 Good
1074149,2 Poor
1074150,2 Poor
1074151,2 Poor
1074152,2 Poor
1074153,1 Good
1074154,3 Bad
1074155,2 Poor
1074156,1 Good
1074157,1 Good
1074158,2 Poor
1074159,2 Poor
1074160,2 Poor
1074162,1 Good
1074164,1 Good
1074165,2 Poor
1074166,1 Good
1074167,2 Poor
1074168,1 Good
1074180,1 Good
1074181,2 Poor
1074182,1 Good
1074183,1 Good
1074184,1 Good
1074185,1 Good
1074186,3 Bad
1074187,1 Good
1074188,1 Good
1074189,1 Good
1074190,1 Good
1074191,1 Good
1074192,2 Poor
1074195,3 Bad
1074199,1 Good
1074200,1 Good
1074201,2 Poor
1074204,1 Good
1074205,1 Good
1074206,1 Good
1074207,2 Poor
1074209,3 Bad
1074210,1 Good
1074211,1 Good
1074213,1 Good
1074214,1 Good
1074216,1 Good
1074217,1 Good
1074218,1 Good
1074219,2 Poor
1074220,1 Good
1074224,1 Good
1074225,2 Poor
1074226,1 Good
1074227,1 Good
1074228,2 Poor
1074229,2 Poor
1074230,1 Good
1074231,1 Good
1074232,1 Good
1074233,2 Poor
1074234,2 Poor
1074235,1 Good
1074236,1 Good
1074237,2 Poor
1074245,2 Poor
1074247,1 Good
1074248,1 Good
1074249,1 Good
1074250,1 Good
1074251,1 Good
1074252,2 Poor
1074253,1 Good
1074254,1 Good
1074255,1 Good
1074256,1 Good
1074257,2 Poor
1074258,1 Good
1074259,1 Good
1074260,1 Good
1074261,1 Good
1074262,2 Poor
1074278,1 Good
1074279,1 Good
1074285,4 Very bad
1074286,1 Good
1074288,2 Poor
1074289,2 Poor
1074292,1 Good
1074295,1 Good
1074299,1 Good
1074303,2 Poor
1074305,1 Good
1074306,1 Good
1074307,1 Good
1074308,2 Poor
1074309,1 Good
1074310,2 Poor
1074311,1 Good
1074312,2 Poor
1074313,1 Good
1074314,2 Poor
1074315,3 Bad
1074316,1 Good
1074317,1 Good
1074318,3 Bad
1074319,1 Good
1074320,1 Good
1074321,1 Good
1074322,2 Poor
1074323,1 Good
1074324,1 Good
1074325,1 Good
1074326,1 Good
1074327,2 Poor
1074328,1 Good
1074329,4 Very bad
1074330,1 Good
1074331,1 Good
1074332,1 Good
1074333,1 Good
1074334,2 Poor
1074335,2 Poor
1074336,2 Poor
1074337,1 Good
1074338,2 Poor
1074339,2 Poor
1074340,1 Good
1074341,2 Poor
1074344,1 Good
1074346,1 Good
1074347,2 Poor
1074348,1 Good
1074349,2 Poor
1074353,1 Good
1074356,1 Good
1074364,2 Poor
1074367,2 Poor
1074368,2 Poor
1074370,1 Good
1074372,1 Good
1074373,2 Poor
1074376,2 Poor
1074378,1 Good
1074381,2 Poor
1074382,2 Poor
1074387,1 Good
1074395,2 Poor
1074396,2 Poor
1074399,1 Good
1074400,1 Good
1074401,1 Good
1074402,2 Poor
1074403,2 Poor
1074404,2 Poor
1074405,1 Good
1074406,1 Good
1074407,1 Good
1074408,2 Poor
1074409,1 Good
1074410,1 Good
1074411,2 Poor
1074412,1 Good
1074413,1 Good
1074414,1 Good
1074415,1 Good
1074416,1 Good
1074417,1 Good
1074418,1 Good
1074419,1 Good
1074420,1 Good
1074421,1 Good
1074422,2 Poor
1074423,1 Good
1074424,2 Poor
1074425,1 Good
1074426,2 Poor
1074428,2 Poor
1074432,2 Poor
1074433,1 Good
1074434,2 Poor
1074437,1 Good
1074439,1 Good
1074440,1 Good
1074441,1 Good
1074442,3 Bad
1074461,2 Poor
1074462,1 Good
1074464,1 Good
1074468,2 Poor
1074470,1 Good
1074471,2 Poor
1074473,1 Good
1074474,1 Good
1074476,1 Good
1074477,1 Good
1074480,2 Poor
1074482,1 Good
1074484,1 Good
1074485,1 Good
1074487,1 Good
1074488,2 Poor
1074493,1 Good
1074494,1 Good
1074495,1 Good
1074496,1 Good
1074497,1 Good
1074498,1 Good
1074499,1 Good
1074502,2 Poor
1074503,1 Good
1074505,1 Good
1074506,1 Good
1074507,2 Poor
1074508,2 Poor
1074509,1 Good
1074510,1 Good
1074511,3 Bad
1074512,2 Poor
1074513,1 Good
1074514,1 Good
1074515,1 Good
1074516,2 Poor
1074517,1 Good
1074518,1 Good
1074519,2 Poor
1074520,4 Very bad
1074521,1 Good
1074522,2 Poor
1074523,1 Good
1074524,1 Good
1074525,1 Good
1074526,2 Poor
1074527,2 Poor
1074528,1 Good
1074529,2 Poor
1074530,2 Poor
1074544,2 Poor
1074565,2 Poor
1074633,2 Poor
1074638,1 Good
1074639,2 Poor
1074641,1 Good
1074645,1 Good
1074647,2 Poor
1074666,2 Poor
1074693,2 Poor
1074702,2 Poor
1074703,2 Poor
1074707,2 Poor
1074708,1 Good
1074709,2 Poor
1074710,1 Good
1074716,1 Good
1074717,2 Poor
1074718,2 Poor
1074719,2 Poor
1074721,2 Poor
1074722,2 Poor
1074724,2 Poor
1074726,1 Good
1074727,2 Poor
1074728,2 Poor
1074730,1 Good
1074731,1 Good
1074732,1 Good
1074733,1 Good
1074734,1 Good
1074735,1 Good
1074736,2 Poor
1074738,1 Good
1074739,1 Good
1074740,2 Poor
1074741,2 Poor
1074742,3 Bad
1074761,2 Poor
1074763,1 Good
1074770,1 Good
1074788,1 Good
1074820,1 Good
1074839,1 Good
1074840,1 Good
1074841,1 Good
1074842,1 Good
1074843,1 Good
1074848,1 Good
1074873,2 Poor
1074877,1 Good
1074878,1 Good
1074880,3 Bad
1074882,1 Good
1074884,1 Good
1074891,1 Good
1074907,2 Poor
1074925,1 Good
1074926,1 Good
1074927,2 Poor
1074928,1 Good
1074929,2 Poor
1074930,2 Poor
1074931,3 Bad
1074932,2 Poor
1074933,1 Good
1074934,1 Good
1074935,1 Good
1074936,1 Good
1074937,2 Poor
1074938,1 Good
1074939,2 Poor
1074940,1 Good
1074941,1 Good
1074942,1 Good
1074943,2 Poor
1074945,3 Bad
1074974,1 Good
1074975,1 Good
1074977,1 Good
1075002,1 Good
1075003,2 Poor
1075007,1 Good
1075009,1 Good
1075014,1 Good
1075050,2 Poor
1075072,1 Good
1075075,1 Good
1075077,1 Good
1075078,2 Poor
1075079,1 Good
1075082,2 Poor
1075084,2 Poor
1075115,1 Good
1075116,3 Bad
1075117,2 Poor
1075118,2 Poor
1075119,1 Good
1075125,1 Good
1075126,1 Good
1075127,1 Good
1075128,1 Good
1075129,2 Poor
1075130,1 Good
1075131,1 Good
1075132,1 Good
1075133,1 Good
1075134,1 Good
1075135,1 Good
1075156,2 Poor
1075157,1 Good
1075158,1 Good
1075197,4 Very bad
1075198,1 Good
1075252,1 Good
1075282,2 Poor
1075283,1 Good
1075307,2 Poor
1075308,1 Good
1075309,2 Poor
1075310,2 Poor
1075316,1 Good
1075317,2 Poor
1075318,1 Good
1075319,1 Good
1075320,1 Good
1075321,2 Poor
1075322,1 Good
1075323,1 Good
1075324,2 Poor
1075325,1 Good
1075327,2 Poor
1075328,1 Good
1075329,1 Good
1075330,2 Poor
1075331,1 Good
1075332,1 Good
1075333,2 Poor
1075334,2 Poor
1075335,1 Good
1075336,2 Poor
1075337,2 Poor
1075338,2 Poor
1075339,1 Good
1075358,1 Good
1075364,1 Good
1075366,1 Good
1075398,2 Poor
1075417,2 Poor
1075425,1 Good
1075464,2 Poor
1075467,1 Good
1075468,1 Good
1075469,2 Poor
1075475,1 Good
1075476,1 Good
1075477,2 Poor
1075478,1 Good
1075481,1 Good
1075521,2 Poor
1075522,1 Good
1075524,1 Good
1075525,1 Good
1075526,2 Poor
1075527,1 Good
1075528,2 Poor
1075529,1 Good
1075530,1 Good
1075531,1 Good
1075532,1 Good
1075533,1 Good
1075534,2 Poor
1075535,2 Poor
1075536,1 Good
1075537,1 Good
1075538,1 Good
1075539,1 Good
1075546,3 Bad
1075548,1 Good
1075550,1 Good
1075552,1 Good
1075603,1 Good
1075621,1 Good
1075626,2 Poor
1075630,1 Good
1075639,2 Poor
1075645,1 Good
1075662,2 Poor
1075667,1 Good
1075730,1 Good
1075733,1 Good
1075734,2 Poor
1075735,1 Good
1075737,1 Good
1075738,1 Good
1075740,1 Good
1075741,2 Poor
1075743,1 Good
1075744,3 Bad
1075745,1 Good
1075746,2 Poor
1075747,2 Poor
1075748,1 Good
1075749,1 Good
1075750,1 Good
1075751,2 Poor
1075752,2 Poor
1075753,1 Good
1075754,1 Good
1075756,1 Good
1075758,1 Good
1075759,1 Good
1075760,2 Poor
1075761,1 Good
1075762,1 Good
1075763,2 Poor
1075764,1 Good
1075765,1 Good
1075766,1 Good
1075767,3 Bad
1075787,2 Poor
1075788,4 Very bad
1075789,1 Good
1075827,1 Good
1075844,1 Good
1075864,2 Poor
1075884,2 Poor
1075912,1 Good
1075913,2 Poor
1075914,1 Good
1075917,2 Poor
1075920,2 Poor
1075924,1 Good
1075934,1 Good
1075961,1 Good
1075962,2 Poor
1075963,2 Poor
1075964,1 Good
1075965,1 Good
1075966,1 Good
1075967,2 Poor
1075968,1 Good
1075969,1 Good
1075970,1 Good
1075971,1 Good
1075972,1 Good
1075973,1 Good
1075974,1 Good
1075976,1 Good
1075977,1 Good
1075978,2 Poor
1075979,1 Good
1075980,1 Good
1075981,2 Poor
1075989,1 Good
1076015,1 Good
1076046,2 Poor
1076054,1 Good
1076069,1 Good
1076099,2 Poor
